LotArea,OverallQual,YearBuilt,GrLivArea,TotBath,BedroomAbvGr,Fireplace,SalePrice
8917,5,1967,1584,2,4,No,119000
12700,6,1964,1246,2,3,Yes,172000
8500,5,1961,1235,1,2,No,98600
14200,7,1966,2157,2.5,4,Yes,226000
9000,5,1954,1128,1,2,No,118000
25419,8,1918,3112,3.5,4,Yes,235000
9723,6,1963,1008,1,2,No,135000
7728,5,1962,1190,2,3,No,132500
8163,5,1959,1144,2,3,Yes,143000
8400,5,1957,1364,1.5,3,Yes,132000
11600,6,1960,1383,1.5,3,No,145250
9610,6,1958,1336,1.5,3,Yes,162000
10000,5,1956,1370,2,3,Yes,148000
14850,5,1957,1092,2,2,Yes,141000
10152,6,1956,1124,2,3,Yes,153000
10011,5,1957,1236,1.5,2,Yes,134450
7032,5,1979,943,2,2,Yes,135960
8092,6,1954,1050,2,3,No,156000
11310,6,1954,1375,1,2,Yes,140000
12778,5,1952,1008,2,2,No,139500
10170,6,1951,1575,1.5,2,Yes,155000
7700,5,1956,1145,1,3,No,127000
11050,5,1956,1005,1,2,Yes,133500
13600,5,1955,1056,2.5,3,No,125000
15428,5,1951,884,2,2,No,142000
21299,7,1941,2039,2.5,3,Yes,167000
13300,5,1956,1384,2,2,No,159000
22136,5,1925,2640,4.5,5,Yes,180000
7500,6,1947,1312,1.5,3,No,127000
7000,6,1924,1310,2,2,No,112000
10410,3,1930,713,1,2,No,99800
5400,5,1954,833,1,2,No,117000
5400,5,1921,1073,1,2,No,108480
10914,3,1929,715,1,2,No,68000
7008,4,1900,720,1,1,No,86900
10800,5,1920,1130,2,2,Yes,120000
7200,6,1915,1595,2,3,Yes,155500
10818,4,1910,1760,1.5,4,Yes,80000
10410,3,1915,1214,1,3,No,105000
10800,5,1900,2414,2,3,Yes,160000
10800,5,1936,1466,2.5,3,Yes,170000
8658,6,1965,1324,2,3,Yes,160000
13400,5,1966,1086,2,3,Yes,159950
10184,6,1963,1146,1.5,3,Yes,165000
9786,6,1962,1734,1.5,3,Yes,159000
9510,6,1962,1207,1.5,3,No,147000
7800,5,1964,912,1,2,No,115000
8910,6,1959,1194,1.5,3,Yes,159500
7332,6,1959,864,2,2,No,120000
7100,5,1957,816,2,2,No,129900
10800,6,1961,1773,3,3,Yes,183000
11650,7,1959,1472,2,2,Yes,157500
18275,7,1962,2448,4,3,Yes,277500
16321,5,1957,1600,2,2,Yes,207500
12144,4,1950,1521,1.5,3,No,147500
10800,4,1949,1192,1.5,4,No,135000
7200,5,1950,1040,1,2,No,109500
7200,4,1950,1040,1,2,No,109900
7560,5,1959,1040,1,3,No,133700
8544,3,1950,1040,2,2,No,81400
8544,3,1949,1040,2,2,No,87500
8544,3,1950,1040,2,2,No,93500
8512,5,1960,1556,2,4,No,119000
7945,5,1959,1150,2,3,No,141000
7000,5,1961,1150,1,3,No,146000
7590,6,1966,1348,1.5,3,Yes,155000
10205,5,1962,999,2,3,No,134500
7400,7,1962,1045,2,3,No,120000
7000,5,1962,864,1.5,3,No,105000
7000,5,1962,1025,2,3,No,124000
9856,5,1900,2014,2,5,No,169000
9906,4,1925,1328,1,3,No,107000
9600,5,1948,1668,2,3,No,135000
5520,4,1920,1657,1,4,Yes,111500
9600,6,1900,1416,1.5,3,No,156500
9600,7,1925,1641,2,3,Yes,178000
6451,7,1900,1428,2,4,No,139900
3960,7,1930,1004,1,2,Yes,105000
5684,6,1930,813,1,2,No,110000
7745,4,1900,1951,2,4,No,111500
7741,6,1924,1032,1,2,No,108000
5633,5,1925,844,1,2,No,111500
9000,5,1880,1750,1,3,No,124000
7200,4,1950,864,1,2,No,105000
4400,6,1920,1118,1,2,No,116000
7614,3,1905,1376,1,2,No,96900
6000,5,1955,960,2,3,No,135500
6000,5,1924,1566,1.5,5,No,139000
7830,3,1921,492,2,1,No,61500
9576,6,1945,1182,1.5,3,No,120000
5820,3,1955,1163,2,3,No,126175
5747,3,1920,840,1,2,No,64000
9142,6,1910,1928,2,4,No,137000
9600,4,1900,1774,3,4,No,87000
10800,7,1914,1768,1.5,2,Yes,163000
6300,7,1910,2104,2,5,No,155000
5000,5,1900,1440,1,3,No,79000
8850,7,1916,1690,1,3,Yes,144000
3600,6,1910,1368,1,3,No,114504
7200,7,1920,1762,2.5,4,No,157000
11340,6,1923,1200,1,4,No,125000
22950,10,1892,3608,2.5,4,Yes,475000
5976,5,1920,1248,2,2,No,93500
9750,5,1958,960,1,3,No,125000
4761,3,1918,1020,1,2,No,64500
7446,4,1941,788,1,2,Yes,100000
6435,6,1939,1577,1,3,Yes,140200
11737,6,1924,1827,1,2,Yes,202500
5000,6,1947,1664,2,3,Yes,159000
7800,5,1939,1118,2,3,Yes,119900
6240,6,1934,1176,1,3,Yes,114500
6240,5,1936,1344,1,3,No,115000
6120,3,1930,1162,2,3,No,75000
6120,5,1925,1015,1,3,No,88000
6240,4,1947,912,1,2,No,80500
6240,5,1928,1576,1,3,Yes,149000
6120,5,1930,1324,1,3,No,110000
6000,6,1925,1103,1,2,Yes,110500
6000,5,1921,616,1,2,No,89000
6380,5,1922,1048,1,2,Yes,113000
11672,5,1925,816,1,2,No,109000
33120,6,1962,2486,2,5,Yes,220000
9873,4,1970,960,2,3,No,129000
5310,6,1910,1635,1,2,No,117000
4118,4,1941,693,1,2,No,52500
10320,4,1924,1430,2,3,No,107000
7518,5,1910,1330,1,3,No,116500
9000,5,1919,819,1,2,No,72000
8600,6,1937,1376,2,3,Yes,119500
7200,5,1938,1360,1.5,2,No,125500
9786,3,1922,1077,1,3,Yes,91000
6780,6,1935,754,2,2,No,84500
7200,6,1930,984,1,3,No,90000
12375,5,1951,1422,2,3,Yes,137500
11136,6,1964,1921,2,4,No,150000
21370,5,1950,1640,1,3,Yes,131000
6930,5,1958,1352,1.5,3,No,130000
8250,5,1935,1032,1,2,Yes,125000
5220,5,1936,879,1,2,No,80000
5500,7,2004,1073,3,2,No,157000
11235,4,1963,1382,1.5,3,Yes,148000
10791,4,1967,1296,2,2,No,90000
8414,6,1963,1068,1.5,3,No,154500
11327,5,1967,1064,1.5,3,Yes,153600
11777,5,1966,1320,2,3,Yes,164500
10366,6,1964,934,1.5,2,No,132000
9000,5,1966,1059,2,3,No,142500
11553,5,1968,1159,1.5,3,Yes,158000
7844,6,1978,1400,1.5,3,Yes,149500
9535,5,1967,1458,2.5,3,Yes,165000
10335,5,1968,1721,2.5,3,Yes,180000
7176,6,1978,1040,2,3,Yes,160500
9662,5,1977,1967,2,6,No,156500
8235,5,1977,1949,2,6,No,157000
13650,5,1958,1920,3,4,Yes,172500
13125,5,1957,1803,3,3,Yes,155000
17920,5,1955,1779,2.5,3,Yes,170000
17529,5,1924,872,1,2,Yes,105000
10246,4,1965,960,1.5,0,No,145000
14175,5,1956,1437,2.5,3,Yes,168000
20355,7,1967,1830,2,2,Yes,278000
13050,5,1963,1000,2,1,Yes,164000
15593,7,1953,2287,2,3,Yes,225000
10820,5,1971,810,2,2,No,130000
13350,5,1974,894,2,3,Yes,142500
1700,7,1980,1700,3.5,2,No,148400
5271,7,1986,1453,2.5,2,Yes,190000
9375,4,1954,1350,1.5,3,Yes,146000
6488,5,1942,1150,1,3,Yes,128000
7800,5,1948,2008,4,3,No,225000
19690,6,1966,2201,2,4,Yes,274970
19950,6,1928,2009,2,4,Yes,235000
19800,6,1935,3672,3.5,5,Yes,415000
11679,5,1962,1560,2.5,3,Yes,182000
12048,5,1952,1488,1,3,Yes,135000
10519,5,1955,1057,1.5,3,No,137000
9525,6,1954,1855,2,4,No,136900
9525,6,1953,1609,1.5,5,No,149900
6420,5,1952,1148,1.5,2,No,123500
8335,5,1954,1124,1,3,Yes,93000
7585,5,1948,1456,2.5,4,Yes,91500
11200,6,1985,1298,3,3,Yes,180000
12128,6,1989,2559,2.5,4,Yes,209000
9554,8,1993,1911,2.5,3,Yes,215000
9069,6,1993,1440,4,2,No,224500
11003,7,2005,1876,2.5,3,No,229800
7488,7,2005,1208,2,2,No,183600
7406,7,2006,1220,3,2,No,194000
6762,7,2006,1294,2,2,Yes,193879
11210,7,2005,1614,2,3,No,221500
8990,7,2006,1498,2,2,No,204900
8760,7,2006,1962,2.5,3,No,239799
13377,6,2006,1846,3,3,Yes,233555
11645,7,2005,1734,3,3,No,260000
11645,8,2005,1590,3.5,2,No,294900
10984,7,2005,1809,2.5,3,No,209700
9316,7,2005,1614,2,3,Yes,225000
9316,7,2005,1596,2.5,3,No,181000
10041,8,1992,1915,3.5,3,Yes,220000
36500,5,1964,1582,2.5,4,No,190000
21453,6,1969,988,2,1,Yes,180000
70761,7,1975,1533,3,2,Yes,280000
12000,6,1968,1388,3,3,Yes,158900
8846,5,1996,914,1,2,No,148000
13015,5,1996,1100,1.5,3,No,145000
12438,6,1995,1499,2.5,3,Yes,187000
8685,7,1998,1425,3,3,No,193000
13568,5,1995,990,1.5,3,No,156000
9100,7,2000,1525,3,3,No,235000
9236,6,1997,1494,3,3,No,217000
10264,7,1999,1588,2,3,No,214000
9272,7,1999,1749,2.5,3,No,196000
13426,7,1999,1779,3.5,3,Yes,217000
13450,7,2002,1861,3.5,3,No,200000
14006,7,2002,1776,2.5,3,Yes,192500
13704,7,2001,1541,2,3,Yes,205000
10780,5,1976,954,1,3,No,132500
8340,6,1977,1388,1.5,3,No,157500
10385,6,1978,1282,2.5,3,No,174000
9920,5,1969,971,1.5,3,Yes,128500
9560,5,1972,864,1,3,No,128500
9800,5,1972,894,2,3,No,149900
7200,5,1972,864,1,3,No,119900
3612,6,1993,1320,2.5,3,No,137000
11367,8,2002,1989,3.5,3,Yes,255000
9930,7,2002,1762,2.5,3,No,222000
9468,6,1999,1755,3.5,3,Yes,214000
11088,8,2002,1358,2.5,1,Yes,220000
14781,8,2001,1787,2,3,Yes,275000
8726,7,2002,1909,2.5,4,No,197000
8125,7,2002,1654,3,3,No,230000
10566,8,1999,2214,3.5,3,Yes,268500
21533,7,1996,2049,2.5,4,Yes,210900
11250,7,1998,1939,3,3,Yes,227000
11250,7,1995,1995,3.5,4,Yes,237000
9750,7,1998,2097,3.5,3,Yes,274300
9100,7,2004,1836,2,3,Yes,216837
4435,6,2003,848,2,1,No,133000
4435,6,2004,848,2,1,Yes,155900
15611,8,2006,1919,2.5,3,Yes,233230
8810,7,2003,1390,3,3,No,207000
12393,7,2004,1948,2.5,4,Yes,195000
9135,6,2003,1700,3,3,No,200000
8581,7,2006,1737,2.5,3,No,203160
8400,7,2005,1611,2.5,3,No,195800
10084,7,2005,1552,2,3,No,212900
11645,7,2004,1720,2.5,3,No,196500
8772,7,2005,1336,3,3,No,198000
8846,6,2005,1500,2.5,3,No,173900
8461,6,2005,1456,2.5,3,Yes,163990
8767,7,2005,1310,2,3,Yes,164990
8777,4,1910,1436,3,3,No,98000
17755,5,1959,1466,1.5,3,Yes,149900
8877,4,1951,1220,1,2,No,102000
7840,6,1975,1012,3,4,No,127500
9400,6,1975,980,3,4,No,127500
16133,5,1969,1176,2,2,No,119900
7162,7,2003,1724,2.5,3,Yes,196500
8050,6,2002,914,2,2,No,117250
11060,7,2003,2314,2.5,3,Yes,229000
3675,5,2005,1072,2,2,No,145000
3675,6,2005,1072,3,2,No,140000
3675,6,2005,1072,2,2,No,142500
2522,7,2004,1709,2,3,No,134000
2522,7,2004,1709,2,3,No,130000
2522,6,2004,1709,2,3,No,130000
2522,7,2004,1709,2,3,No,137500
3363,7,2004,1708,2,3,No,130000
6956,4,1948,936,1,3,No,97900
7822,6,1915,1338,2,3,No,92000
8707,4,1924,1669,1.5,4,No,107000
8410,5,1910,1184,1,5,No,81000
9738,5,1924,1221,2,4,No,104900
8172,5,1955,864,2,2,No,115000
16012,4,1954,1482,2.5,3,Yes,125000
8248,5,1918,1250,2,3,No,116000
8248,4,1922,1414,1,3,Yes,83000
6204,4,1912,2230,2,5,No,118500
8088,2,1922,498,1,1,No,35000
11388,4,1910,1273,1,3,No,121000
7082,5,1916,1928,2,5,No,160000
8400,6,1940,1595,1,2,Yes,140000
10890,5,1938,1551,3,3,No,137000
6430,6,1945,1340,2,3,No,128000
7000,7,1926,1479,2,3,Yes,160000
13132,5,1914,1784,1.5,4,No,138887
4899,6,1920,1510,1,3,No,149000
6000,5,1926,1522,2,4,No,102000
9399,7,1919,1636,1.5,4,Yes,167000
7588,7,1920,1802,1.5,4,Yes,200100
10164,5,1939,1465,2,3,Yes,131000
6191,5,1941,1288,1,4,No,112000
9550,7,1915,1717,2,3,Yes,140000
21780,6,1920,1550,1.5,3,Yes,195000
11435,8,1929,1517,1,3,Yes,230000
12400,5,1940,1717,1.5,2,Yes,194000
11600,4,1922,1180,1,2,Yes,137500
11500,7,1936,2057,1.5,3,Yes,250000
8170,7,1929,1671,2,4,Yes,218000
16560,6,1932,2345,2.5,4,Yes,239000
12320,7,1932,1609,1.5,3,Yes,199500
14210,6,1930,1801,1.5,3,Yes,210000
14115,6,1956,1811,1,2,Yes,230000
12984,5,1977,1647,3,3,Yes,217500
15600,5,1950,2315,3,4,Yes,257000
15750,5,1953,1336,2,2,Yes,157000
16381,6,1969,1844,3,3,Yes,223000
7288,5,1942,976,2,2,No,102000
7000,6,1926,1285,1.5,3,No,145400
8534,4,1925,672,1,2,No,72000
7030,4,1925,641,1,2,No,85000
8765,4,1936,951,1,2,No,106500
9060,6,1957,1638,2,4,No,139000
11040,4,1920,1336,1.5,3,No,108000
12366,3,1945,729,1,2,No,51689
9000,2,1949,480,1,1,No,35311
9000,5,1951,1396,2,4,No,115000
8520,3,1916,936,1,2,No,78000
5748,8,2005,1778,4,2,Yes,375000
3842,8,2004,1646,3.5,2,Yes,300000
23580,6,1979,1625,2.5,3,Yes,242500
8385,6,1978,1664,2,4,No,145000
9116,8,2001,1491,2,3,No,209000
10530,6,1977,1004,2,2,No,135000
11080,6,1975,1210,3,3,No,148000
11070,7,1988,1959,3,5,No,171000
26178,7,1989,2519,3.5,4,Yes,335000
8239,7,1986,1295,2,2,No,230000
50102,6,1958,1650,2,2,Yes,250764
16669,8,1981,1707,2.5,2,Yes,228000
13811,6,1987,1137,3,2,Yes,176000
8049,7,1990,1339,3,2,Yes,180000
11170,7,1990,2514,2.5,4,No,250000
8098,6,2000,1403,3,2,No,202000
14331,8,2002,1800,3,3,Yes,312500
13618,8,2005,1960,3,3,Yes,320000
11443,8,2005,2028,3,2,Yes,369900
11577,9,2005,1838,3,3,Yes,359900
31250,1,1951,1600,1.5,3,No,81500
7020,7,1997,1368,4,2,No,215000
4500,6,1998,1216,3,2,No,164000
4500,6,1998,1337,3,2,No,153500
17217,5,2006,1140,1,3,No,84500
2665,5,1977,1304,1.5,3,Yes,104500
2665,5,1977,1475,2,4,Yes,127000
3964,6,1973,2521,3.5,5,Yes,151400
10172,5,1968,874,2,3,No,126500
11836,5,1970,1652,2,4,No,146500
1470,4,1970,630,2,1,No,73000
1484,4,1972,1092,1.5,3,No,79400
13384,5,1969,1360,2,3,Yes,140000
1533,5,1970,630,2,1,No,92000
1533,4,1970,1092,1.5,3,No,87550
1526,4,1970,1092,1.5,3,No,79500
1936,4,1970,1092,1.5,3,No,90500
1894,4,1970,1092,1.5,3,No,71000
12640,6,1976,1728,2,4,No,150900
9297,5,1976,1728,4,4,No,188000
17400,5,1977,1126,3,3,Yes,160000
20000,5,1960,1224,2,4,Yes,131000
7937,6,1984,1003,2,3,No,142500
8885,5,1983,902,2,2,No,131000
10441,5,1992,970,1.5,3,No,132000
10010,5,1974,1389,2,2,Yes,170000
9627,7,1993,2000,2.5,3,Yes,188000
